@RELATION Restaurant

@ATTRIBUTE name_mongeelkan NUMERIC 
@ATTRIBUTE name_jaro_winkler NUMERIC 
@ATTRIBUTE name_smith_waterman NUMERIC 
@ATTRIBUTE addr_smith_waterman NUMERIC 
@ATTRIBUTE addr_mongeelkan NUMERIC 
@ATTRIBUTE addr_jaro_winkler NUMERIC 
@ATTRIBUTE type_jaro NUMERIC 
@ATTRIBUTE type_jaro_winkler NUMERIC 
@ATTRIBUTE type_smith_waterman NUMERIC 
@ATTRIBUTE city_jaro NUMERIC 
@ATTRIBUTE city_jaro_winkler NUMERIC 
@ATTRIBUTE city_smith_waterman NUMERIC 
@ATTRIBUTE class { match, mismatch }

@DATA
0.6,0.424,0.24,0.653,0.792,0.669,0.437,0.437,0.267,1,1,1,mismatch
0.4,0.424,0.32,0.629,0.525,0.727,0.707,0.707,0.68,1,1,1,mismatch
0.417,0,0.3,0.414,0.667,0.586,0.456,0.456,0.32,1,1,1,mismatch
0.542,0.575,0.375,0.414,0.542,0.651,1,1,1,1,1,1,mismatch
0.489,0,0.214,0.886,0.707,0.73,0.456,0.456,0.32,1,1,1,mismatch
0.32,0.459,0.178,0.308,0.5,0.509,0.414,0.414,0.229,1,1,1,mismatch
0.4,0.542,0.267,0.8,0.65,0.897,1,1,1,1,1,1,mismatch
0.286,0.529,0.286,0.462,0.792,0.534,0.69,0.69,0.457,1,1,1,mismatch
0.76,0.865,0.569,0.308,0.556,0.509,0.414,0.414,0.229,1,1,1,mismatch
0.186,0.48,0.171,0.221,0.687,0,0,0,0.2,1,1,1,mismatch
0.214,0.358,0.123,0.267,0.667,0.603,0,0,0.2,1,1,1,mismatch
0.243,0,0.367,0.121,0.575,0,0,0,0.2,1,1,1,mismatch
0.5,0.1,0.25,0.107,0.583,0.62,1,1,1,1,1,1,mismatch
0.325,0.523,0.154,0.216,0.689,0.623,0,0,0.229,1,1,1,mismatch
0.55,0.48,0.257,0.267,0.667,0,0.414,0.414,0.229,1,1,1,mismatch
0.333,0.486,0.26,0.286,0.583,0.577,0.414,0.414,0.229,1,1,1,mismatch
0.21,0.459,0.229,0.462,0.792,0.534,0.69,0.69,0.457,1,1,1,mismatch
0.25,0,0.143,0.429,0.713,0,1,1,1,1,1,1,mismatch
0.307,0.505,0.257,0.743,0.65,0.857,1,1,1,1,1,1,mismatch
0.483,0.511,0.311,0.414,0.792,0.676,0.486,0.486,0.16,1,1,1,mismatch
0.45,0.458,0.2,0.267,0.528,0.469,0.69,0.69,0.457,1,1,1,mismatch
0.307,0.381,0.289,0.493,0.572,0.43,0.428,0.428,0.371,1,1,1,mismatch
0.533,0.62,0.229,0.616,0.711,0.708,0,0.1,0.4,1,1,1,mismatch
0.65,0.579,0.167,0.629,0.65,0.84,1,1,1,1,1,1,mismatch
0.267,0.444,0.267,0.693,0.733,0.684,0.437,0.437,0.267,1,1,1,mismatch
0.211,0.408,0.433,0.2,0.583,0,1,1,1,1,1,1,mismatch
0.213,0.364,0.233,0.213,0.708,0.493,0,0,0.2,1,1,1,mismatch
0.207,0.507,0.123,0.453,0.708,0.589,0.869,0.869,0.771,1,1,1,mismatch
0.45,0.535,0.314,0.467,0.7,0.77,0.69,0.69,0.457,1,1,1,mismatch
0.289,0.1,0.16,0.643,0.75,0.886,0.69,0.69,0.457,1,1,1,mismatch
0.3,0,0.3,0.55,0.833,0.753,0,0,0.2,1,1,1,mismatch
0.25,0.415,0.167,0.432,0.613,0,0.869,0.869,0.771,1,1,1,mismatch
1,0.54,0.333,0.533,0.562,0.453,0.69,0.69,0.457,1,1,1,mismatch
0.333,0,0.267,0.229,0.517,0.566,0.69,0.69,0.457,1,1,1,mismatch
0.45,0.677,0.25,0.416,0.675,0.702,0,0,0.229,1,1,1,mismatch
0.475,0.484,0.371,0.267,0.604,0.537,0.414,0.414,0.229,1,1,1,mismatch
0.333,0.506,0.16,0.229,0.542,0.1,0.414,0.414,0.229,1,1,1,mismatch
0.4,0,0.314,0.347,0.639,0.505,0.619,0.619,0.286,1,1,1,mismatch
0.667,0.632,0.2,0.6,0.711,0.1,0.619,0.619,0.286,1,1,1,mismatch
0.417,0.574,0.2,0.514,0.688,0.66,1,1,1,1,1,1,mismatch
0.4,0.414,0.32,0.514,0.667,0.599,1,1,1,1,1,1,mismatch
0.371,0.512,0.371,0.693,0.7,0.746,0.437,0.437,0.267,1,1,1,mismatch
0.4,0,0.25,0.743,0.652,0.661,0,0,0.267,1,1,1,mismatch
0.32,0.512,0.229,0.743,0.65,0.779,0.69,0.69,0.457,1,1,1,mismatch
0.467,0,0.2,0.667,0.833,0.746,0.577,0.577,0.323,1,1,1,mismatch
0.243,0,0.267,0.148,0.652,0.561,0.595,0.595,0.457,1,1,1,mismatch
0.383,0,0.183,0.405,0.652,0.722,0.707,0.707,0.68,1,1,1,mismatch
0.2,0.577,0.2,0.252,0.757,0,0,0,0.4,1,1,1,mismatch
0.175,0,0.111,0.671,0.75,0.847,0.437,0.437,0.267,1,1,1,mismatch
0.333,0.45,0.091,0.4,0.583,0.624,0,0,0.2,1,1,1,mismatch
0.347,0.1,0.2,0.2,0.458,0.545,0,0,0.2,1,1,1,mismatch
0.7,0.879,0.491,0.308,0.659,0.524,1,1,1,1,1,1,mismatch
0.4,0.684,0.2,0.21,0.48,0.489,0.373,0.373,0.167,0,0,0.425,mismatch
0.667,0.576,0.286,0.629,0.8,0.718,1,1,1,1,1,1,mismatch
0.314,0,0.314,0.753,0.733,0.802,1,1,1,1,1,1,mismatch
0.229,0.423,0.229,0.284,0.633,0.683,1,1,1,1,1,1,mismatch
0.4,0.413,0.16,0.629,0.875,0.72,1,1,1,1,1,1,mismatch
0.3,0.535,0.2,0.3,0.75,0,1,1,1,1,1,1,mismatch
0.2,0.405,0.2,0.318,0.7,0.659,1,1,1,1,1,1,mismatch
0.4,0.493,0.133,0.814,0.9,0.945,0,0.1,0.4,1,1,1,mismatch
0.18,0,0.1,0.529,0.406,0.447,1,1,1,1,1,1,mismatch
0.529,0,0.364,0.119,0.611,0.462,1,1,1,1,1,1,mismatch
0.411,0.516,0.187,0.4,0.389,0.44,0,0,0.267,1,1,1,mismatch
0.25,0.419,0.167,0.214,0.5,0.41,1,1,1,1,1,1,mismatch
0.4,0,0.267,0.629,0.625,0.794,0,0,0.267,1,1,1,mismatch
0.2,0.437,0.167,0.286,0.5,0.488,0,0,0.2,1,1,1,mismatch
0.275,0,0.109,0.2,0.4,0,0,0,0.267,1,1,1,mismatch
0.45,0,0.257,0.318,0.352,0.472,0.537,0.537,0.2,0,0,0.15,mismatch
0.45,0,0.277,0.318,0.352,0.472,0,0,0.267,0,0,0.15,mismatch
0.333,0.542,0.2,0.169,0.422,0.398,0.437,0.437,0.267,1,1,1,mismatch
0.2,0.429,0.143,0.386,0.657,0.673,0.414,0.414,0.229,1,1,1,mismatch
0.4,0.585,0.18,0.185,0.342,0.481,0.373,0.373,0.167,0,0,0.425,mismatch
0.443,0,0.283,0.244,0.64,0.623,0.389,0.389,1,1,1,1,mismatch
0.243,0.472,0.2,0.35,0.73,0.672,0,0,0.4,1,1,1,mismatch
0.5,0.524,0.111,0.25,0.815,0.707,0,0,0.771,1,1,1,mismatch
0.2,0,0.25,0.387,0.796,0.592,0,0,0.457,1,1,1,mismatch
0.314,0,0.375,0.222,0.672,0.639,0,0.1,0.4,1,1,1,mismatch
0.65,0,0.178,0.339,0.544,0.623,0.869,0.869,0.771,1,1,1,mismatch
0.4,0,0.55,0.406,0.742,0.64,0.69,0.69,0.457,1,1,1,mismatch
0.3,0,0.075,0.396,0.696,0.721,0.676,0.676,0.4,1,1,1,mismatch
0.4,0.417,0.4,0.252,0.592,0.571,0.707,0.707,0.68,1,1,1,mismatch
0.3,0,0.3,0.529,0.7,0,0.619,0.619,0.286,1,1,1,mismatch
0.717,0.687,0.431,0.3,0.528,0.502,0.707,0.707,0.68,1,1,1,mismatch
0.5,0,0.25,0.36,0.486,0.538,0.437,0.437,0.267,1,1,1,mismatch
0.325,0.44,0.4,0.529,0.708,0.66,0.456,0.456,0.32,1,1,1,mismatch
0.357,0.411,0.26,0.24,0.667,0.61,0.512,0.512,1,1,1,1,mismatch
0.339,0.464,0.293,0.36,0.67,0.687,0,0,0.267,1,1,1,mismatch
0.256,0,0.533,0.313,0.635,0,1,1,1,1,1,1,mismatch
0.339,0.395,0.436,0.273,0.711,0.643,1,1,1,1,1,1,mismatch
0.47,0.556,0.32,0.394,0.606,0.1,0.413,0.413,0.267,1,1,1,mismatch
0.2,0,0.2,0.506,0.683,0.703,0.512,0.512,1,1,1,1,mismatch
0.56,0.66,0.4,0.4,0.717,0.651,0.512,0.512,1,1,1,1,mismatch
0.433,0,0.533,0.2,0.572,0.604,0,0,0.267,1,1,1,mismatch
0.35,0.684,0.273,0.529,0.611,0.674,0,0,0.267,1,1,1,mismatch
0.333,0,0.333,0.245,0.521,0.623,1,1,1,1,1,1,mismatch
0.467,0.624,0.273,0.277,0.325,0.428,0.414,0.414,0.229,1,1,1,mismatch
0.45,0.585,0.3,0.307,0.733,0.697,1,1,1,1,1,1,mismatch
0.25,0,0.2,0.294,0.5,0.602,0.396,0.457,0.145,0,0,0.178,mismatch
0.4,0.611,0.267,0.094,0.267,0.572,0,0,0.6,1,1,1,mismatch
0.362,0,0.178,0.089,0.444,0.57,0,0,0.24,0,0,0.178,mismatch
0.188,0,0.2,0.294,0.5,0.602,0.396,0.457,0.145,0,0,0.178,mismatch
0.533,0.399,0.429,0.571,0.425,0.529,0.55,0.55,0.52,0.53,0.577,0.8,mismatch
0.611,0,0.188,0.488,0.673,0.698,0.406,0.406,0.433,0.53,0.577,0.8,mismatch
0.25,0.432,0.25,0.25,0.467,0,0.625,0.625,0.433,0.53,0.577,0.8,mismatch
0.633,0,0.188,0.488,0.605,0.698,0,0,0.267,0.53,0.577,0.8,mismatch
0.4,0.48,0.105,0.376,0.575,0.631,0.433,0.433,0.4,0,0,0.178,mismatch
0.35,0.615,0.189,0.153,0.333,0.555,0,0,0.2,1,1,1,mismatch
0.3,0,0.5,0.229,0.289,0.399,0.44,0.44,0.133,0.53,0.577,0.8,mismatch
0.41,0.522,0.429,0.144,0.494,0.491,0,0,0.2,0.53,0.577,0.8,mismatch
0.217,0.434,0.25,0.143,0.222,0.401,0.682,0.682,0.4,0.53,0.577,0.8,mismatch
0.206,0.464,0.2,0.294,0.433,0.498,1,1,1,0.53,0.577,0.8,mismatch
0.357,0.62,0.325,0.153,0.405,0.683,0.5,0.5,0.25,0.53,0.577,0.8,mismatch
0.5,0,0.145,0.153,0.405,0.621,0,0,0.286,0.53,0.577,0.8,mismatch
0.422,0.39,0.145,0.153,0.438,0.621,0,0,0.333,0.53,0.577,0.8,mismatch
0.45,0.506,0.129,0.353,0.528,0.629,0.409,0.409,0.229,0.482,0.482,0.145,mismatch
0.329,0.537,0.236,1,1,1,0.528,0.528,0.25,1,1,1,mismatch
0.354,0.472,0.105,0.165,0.456,0.549,0.433,0.433,0.32,0.53,0.577,0.8,mismatch
0.6,0.519,0.333,0.432,0.57,0.699,0.405,0.405,0.2,0.53,0.577,0.8,mismatch
0.333,0.2,0.333,0.842,0.867,0.946,0,0,0.514,1,1,1,mismatch
0.261,0.388,0.173,0.176,0.413,0.589,0.405,0.405,0.2,0.53,0.577,0.8,mismatch
0.34,0.519,0.333,0.432,0.625,0.699,0.5,0.5,0.25,0.53,0.577,0.8,mismatch
0.227,0,0.433,0.432,0.625,0.699,0,0,0.171,0.53,0.577,0.8,mismatch
0.4,0.611,0.267,0.094,0.275,0.572,0,0,0.6,1,1,1,mismatch
0.4,0.48,0.127,0.376,0.575,0.631,0,0.1,0.4,1,1,1,mismatch
0.25,0,0.25,0.143,0.417,0.464,0.682,0.682,0.4,1,1,1,mismatch
0.575,0.667,0.65,0.143,0.333,0.468,0.626,0.626,0.657,1,1,1,mismatch
0.2,0.42,0.2,0.3,0.508,0.562,0.69,0.69,0.457,0,0,0.178,mismatch
0.37,0.55,0.24,0.259,0.458,0.663,0.619,0.619,0.286,1,1,1,mismatch
0.333,0.2,0.333,0.842,0.867,0.946,0.69,0.69,0.457,1,1,1,mismatch
0.3,0.444,0.1,0.312,0.494,0.623,0.537,0.537,0.2,0.311,0.311,0.25,mismatch
1,0,0.32,0.141,0.333,0.553,0.69,0.69,0.457,1,1,1,mismatch
0.387,0.507,0.157,0.141,0.333,0.553,0.69,0.69,0.457,1,1,1,mismatch
0.467,0.588,0.2,0.467,0.722,0.814,0.351,0.351,0.133,1,1,1,mismatch
0.175,0,0.15,0.107,0.239,0.576,0,0.1,0.52,0,0,0.182,mismatch
0.287,0,0.171,0.093,0.278,0.476,0.788,0.915,1,0,0,0.182,mismatch
0.327,0,0.16,0.173,0.328,0.519,0,0.1,0.52,0,0,0.182,mismatch
0.467,0.562,0.16,0.133,0.344,0.537,0.788,0.915,1,0,0,0.182,mismatch
0.678,0.569,0.178,0.467,0.667,0.814,0,0,0.2,0,0,0.182,mismatch
0.25,0,0.25,0.153,0.257,0.562,0,0,0.24,0,0,0.182,mismatch
0.282,0.59,0.429,0.094,0.271,0.569,0,0,0.2,0,0,0.182,mismatch
0.256,0.435,0.182,0.153,0.368,0.592,0,0,0.24,0,0,0.182,mismatch
0.483,0.532,0.257,0.294,0.468,0.597,0,0,0.2,0,0,0.182,mismatch
0.234,0,0.185,0.143,0.368,0,0,0,0.075,0.46,0.46,0.367,mismatch
0.476,0,0.16,0.692,0.75,0.862,0.5,0.5,0.35,1,1,1,mismatch
0.467,0.448,0.467,0.126,0.233,0.506,0.562,0.562,0.64,0.603,0.603,0.333,mismatch
0.292,0.458,0.25,0.4,0.556,0.659,0.857,0.943,1,1,1,1,mismatch
0.317,0.525,0.2,0.154,0.456,0.605,0,0,0.325,0.505,0.505,0.267,mismatch
0.5,0,0.3,0.154,0.467,0.583,0.491,0.491,0.309,0.505,0.505,0.267,mismatch
0.517,0.413,0.2,0.429,0.556,0.494,0,0,0.325,1,1,1,mismatch
0.313,0.422,0.183,0.657,0.667,0,0,0,0.286,0,0,0.182,mismatch
0.8,0.48,0.229,0.111,0.1,0.547,0,0,0.286,1,1,1,mismatch
0.667,0,0.286,0.211,0.498,0.565,0,0,0.514,0.338,0.338,0.367,mismatch
0.229,0.574,0.229,0.158,0.367,0.621,0,0,0.267,1,1,1,mismatch
0.556,0.51,0.26,0.111,0.292,0.494,0.619,0.619,0.286,0.338,0.338,0.367,mismatch
0.467,0.48,0.229,0.111,0.2,0.547,0,0,0.286,1,1,1,mismatch
0.38,0.451,0.12,0.222,0.307,0.625,0.532,0.532,0.267,1,1,1,mismatch
0.517,0.539,0.3,0.316,0.583,0.626,0,0,0.314,1,1,1,mismatch
0.492,0,0.25,0.326,0.583,0.666,0,0,0.314,0.489,0.489,0.229,mismatch
0.513,0.551,0.168,0.126,0.26,0.458,0.524,0.524,0.229,0.562,0.562,0.286,mismatch
0.622,0.698,0.357,0.832,0.87,0.944,1,1,1,0.489,0.489,0.229,mismatch
0.258,0.424,0.24,0.379,0.558,0.662,0,0,0.267,0.562,0.562,0.286,mismatch
0.413,0.573,0.143,0.126,0.232,0.505,0.69,0.69,0.457,0.562,0.562,0.286,mismatch
0.383,0.568,0.15,0.126,0.232,0.514,0.69,0.69,0.457,0.409,0.409,0.182,mismatch
0.28,0.411,0.257,0.337,0.483,0.688,0,0,0.2,0.562,0.562,0.286,mismatch
0.375,0,0.2,0.175,0.463,0.661,0.455,0.455,0.145,0.482,0.482,0.145,mismatch
0.608,0.431,0.104,0.167,0.542,0.593,0.489,0.489,0.229,0.482,0.482,0.145,mismatch
0.4,0,0.4,0.765,0.75,0.929,0.396,0.457,0.145,1,1,1,mismatch
0.2,0,0.2,0.353,0.722,0.648,0.531,0.531,0.117,1,1,1,mismatch
0.4,0,0.4,0.353,0.611,0.608,0,0,0.314,0.467,0.467,0.383,mismatch
0.4,0.424,0.4,0.412,0.59,0.499,0.444,0.444,0.217,0.467,0.467,0.383,mismatch
0.4,0.437,0.32,0.388,0.506,0.611,0.517,0.517,0.12,0,0,0.5,mismatch
0.5,0.633,0.5,0.427,0.55,0.71,0.5,0.5,0.233,0.444,0.444,0.117,mismatch
0.24,0.437,0.24,0.4,0.383,0.626,0,0,0.171,0.444,0.444,0.117,mismatch
0.32,0.493,0.32,0.447,0.706,0.618,0,0,0.171,1,1,1,mismatch
0.4,0.485,0.4,0.141,0.333,0.602,0.571,0.571,0.218,0.467,0.467,0.383,mismatch
0.25,0.433,0.2,0.412,0.59,0.496,0.444,0.444,0.217,0.467,0.467,0.383,mismatch
0.2,0,0.2,0.376,0.618,0.688,0.396,0.457,0.145,0.444,0.444,0.117,mismatch
0.32,0.57,0.32,0.1,0.311,0.623,0.508,0.606,0.182,0.482,0.482,0.145,mismatch
0.3,0.414,0.24,0.235,0.417,0.572,0,0,0.2,0.482,0.482,0.145,mismatch
0.2,0.518,0.2,0.141,0.444,0.586,0.396,0.457,0.145,0.482,0.482,0.145,mismatch
0.333,0.433,0.24,0.141,0.333,0.602,0,0,0.2,0.482,0.482,0.145,mismatch
0.32,0,0.32,0.286,0.289,0.468,0,0,0.171,0.482,0.482,0.145,mismatch
0.333,0,0.2,0.141,0.333,0.602,0,0,0.2,0.482,0.482,0.145,mismatch
0.32,0,0.32,0.153,0.444,0.648,0.396,0.457,0.145,0.482,0.482,0.145,mismatch
0.32,0.487,0.32,0.376,0.472,0.681,0.396,0.457,0.145,0.482,0.482,0.145,mismatch
0.333,0,0.2,0.107,0.239,0.529,0,0,0.2,0.482,0.482,0.145,mismatch
0.4,0.483,0.4,0.765,0.75,0.882,0,0,0.24,0.482,0.482,0.145,mismatch
0.24,0.448,0.24,0.118,0.311,0.607,0,0,0.2,0.482,0.482,0.145,mismatch
0.32,0,0.32,0.353,0.472,0.651,0,0,0.24,0.482,0.482,0.145,mismatch
0.25,0,0.2,0.353,0.506,0.683,0,0,0.2,0.482,0.482,0.145,mismatch
0.2,0.412,0.2,0.118,0.311,0,0,0,0.171,0.482,0.482,0.145,mismatch
0.2,0.467,0.2,0.141,0.333,0.513,0,0,0.171,0.482,0.482,0.145,mismatch
0.5,0.43,0.2,0.353,0.472,0.642,0,0,0.24,0.482,0.482,0.145,mismatch
0.32,0.64,0.32,0.353,0.611,0.608,0,0,0.233,0.482,0.482,0.145,mismatch
0.2,0,0.2,0.154,0.311,0.494,0,0,0.2,0.444,0.444,0.117,mismatch
0.32,0.422,0.32,0.231,0.478,0.57,0,0,0.233,0.444,0.444,0.117,mismatch
0.25,0.483,0.25,0.153,0.289,0.513,0,0,0.171,0.444,0.444,0.117,mismatch
0.2,0.428,0.2,0.107,0.307,0.579,0,0,0.2,0.444,0.444,0.117,mismatch
0.3,0,0.2,0.154,0.394,0.555,0.508,0.606,0.182,0.482,0.482,0.145,mismatch
0.4,0,0.32,0.153,0.289,0.513,0,0,0.2,0.444,0.444,0.117,mismatch
0.32,0,0.32,0.286,0.289,0.468,0,0,0.229,0.482,0.482,0.145,mismatch
0.52,0,0.52,0.765,0.75,0.273,0,0,0.2,0.475,0.475,0.167,mismatch
0.8,0,0.32,0.118,0.372,0.582,0,0,0.171,0.482,0.482,0.145,mismatch
0.24,0,0.24,0.118,0.289,0.546,0.396,0.457,0.145,0.417,0.417,0.267,mismatch
0.2,0.367,0.2,0.141,0.233,0,0,0,0.233,0.417,0.417,0.267,mismatch
0.24,0.426,0.24,0.176,0.44,0.623,0.396,0.457,0.145,0.317,0.317,0.229,mismatch
0.32,0,0.32,0.141,0.31,0,0,0,0.171,0.482,0.482,0.145,mismatch
0.2,0.562,0.2,0.388,0.506,0.663,0.428,0.485,0.32,0.482,0.482,0.145,mismatch
0.32,0.426,0.32,0.125,0.333,0.536,0.396,0.457,0.145,0.482,0.482,0.145,mismatch
0.3,0,0.24,0.141,0.444,0.648,0,0,0.171,0.482,0.482,0.145,mismatch
0.333,0.442,0.2,0.435,0.673,0.743,0,0,0.2,0.482,0.482,0.145,mismatch
0.2,0.456,0.2,0.114,0.311,0.59,0.508,0.606,0.182,0.482,0.482,0.145,mismatch
0.2,0,0.2,0.1,0.2,0.538,0.396,0.457,0.145,0.482,0.482,0.145,mismatch
0.2,0,0.2,0.353,0.722,0.648,0,0,0.233,0.482,0.482,0.145,mismatch
0.5,0.527,0.4,0.094,0.333,0.463,0,0,0.2,0.482,0.482,0.145,mismatch
0.5,0,0.4,0.765,0.75,0.929,0,0,0.233,0.482,0.482,0.145,mismatch
0.4,0,0.4,0.353,0.611,0.608,0,0,0.24,0.467,0.467,0.383,mismatch
0.2,0.395,0.2,0.118,0.344,0.651,0.396,0.457,0.145,0.482,0.482,0.145,mismatch
0.32,0.42,0.32,0.353,0.472,0.681,0,0,0.2,0.467,0.467,0.383,mismatch
0.4,0.64,0.4,0.412,0.59,0.702,0.382,0.382,0.167,0.482,0.482,0.145,mismatch
0.5,0.511,0.4,0.376,0.667,0.648,0,0,0.2,0.482,0.482,0.145,mismatch
0.2,0.52,0.2,0.353,0.472,0.638,0,0,0.171,0.444,0.444,0.117,mismatch
0.24,0.437,0.24,0.4,0.383,0.626,0,0,0.171,0.444,0.444,0.117,mismatch
0.25,0.506,0.28,0.353,0.467,0.631,0.557,0.557,0.2,0.482,0.482,0.145,mismatch
0.333,0.428,0.32,0.141,0.444,0.56,0,0,0.24,0.482,0.482,0.145,mismatch
0.49,0.454,0.56,0.353,0.611,0.608,0.473,0.473,0.145,1,1,1,mismatch
0.49,0.454,0.56,0.353,0.611,0.608,0,0,0.267,0.482,0.482,0.145,mismatch
0.32,0,0.32,0.1,0.32,0,0.473,0.473,0.145,0.482,0.482,0.145,mismatch
0.6,0.468,0.133,0.824,0.767,0.86,0.345,0.345,0.143,0,0,0.182,mismatch
0.4,0,0.229,0.353,0.52,0.608,0.373,0.373,0.167,0,0,0.182,mismatch
0.367,0.348,0.4,0.792,0.69,0.717,0.538,0.538,0.215,0,0,0.182,mismatch
0.5,0.633,0.5,0.467,0.5,0.689,0,0,0.267,1,1,1,mismatch
0.439,0,0.267,0.235,0.542,0.639,0.527,0.527,0.44,0,0,0.182,mismatch
0.711,0,0.32,0.143,0.292,0.466,0.69,0.69,0.457,1,1,1,mismatch
0.556,0.462,0.2,0.833,0.75,0.889,1,1,1,1,1,1,mismatch
0.387,0.507,0.157,0.143,0.417,0.466,0.69,0.69,0.457,1,1,1,mismatch
0.278,0.487,0.182,0.133,0.362,0.639,1,1,1,1,1,1,mismatch
0.25,0,0.25,0.107,0.239,0.576,0,0.1,0.4,1,1,1,mismatch
0.453,0.532,0.286,0.093,0.278,0.476,1,1,1,1,1,1,mismatch
0.298,0,0.145,0.173,0.328,0.519,0,0.1,0.4,1,1,1,mismatch
0.458,0.532,0.114,0.133,0.344,0.537,1,1,1,1,1,1,mismatch
0.35,0,0.35,0.118,0.228,0.513,0,0.1,0.4,1,1,1,mismatch
0.25,0,0.25,0.353,0.472,0.674,1,1,1,1,1,1,mismatch
0.25,0,0.25,0.353,0.389,0.555,0,0.1,0.4,1,1,1,mismatch
0.267,0,0.229,0.259,0.452,0.712,0,0.1,0.4,1,1,1,mismatch
0.55,0.476,0.314,0.153,0.405,0.683,1,1,1,1,1,1,mismatch
0.4,0.547,0.236,0.333,0.493,0.683,0,0.1,0.4,1,1,1,mismatch
0.235,0.412,0.32,0.118,0.36,0.528,1,1,1,1,1,1,mismatch
0.8,0,0.16,0.692,0.75,0.862,0,0,0.267,1,1,1,mismatch
0.485,0.672,0.217,0.571,0.467,0.602,0.869,0.869,0.771,0,0,0.182,mismatch
0.6,0,0.286,0.211,0.479,0.565,0,0,0.514,0.338,0.338,0.367,mismatch
0.478,0.422,0.16,0.17,0.306,0.534,0.437,0.437,0.267,0.338,0.338,0.367,mismatch
0.229,0.574,0.229,0.158,0.367,0.621,0,0,0.267,1,1,1,mismatch
0.55,0.453,0.2,0.387,0.708,0.65,0,0,0.514,1,1,1,mismatch
0.367,0.535,0.375,0.175,0.422,0.661,0,0,0.325,1,1,1,mismatch
0.5,0,0.275,0.167,0.445,0.593,0.69,0.69,0.457,1,1,1,mismatch
0.32,0,0.32,0.1,0.333,0,0,0,0.267,1,1,1,mismatch
0.5,0.562,0.429,0.094,0.317,0.463,0,0,0.267,1,1,1,mismatch
0.363,0.468,0.133,0.824,0.833,0.86,0,0.1,0.4,0,0,0.182,mismatch
0.35,0,0.229,0.353,0.611,0.608,0.456,0.456,0.32,0,0,0.182,mismatch
0.32,0.422,0.32,0.6,0.675,0.755,0,0,1,1,1,1,mismatch
0.2,0.52,0.2,0.368,0.404,0.614,0.48,0.48,0.457,0,0,0.182,mismatch
0.32,0.541,0.32,0.573,0.512,0.447,0.48,0.48,0.457,0,0,0.182,mismatch
0.2,0,0.2,0.453,0.55,0.773,0.39,0.39,0.109,1,1,1,mismatch
0.333,0.428,0.32,0.188,0.473,0,0.518,0.518,0.4,1,1,1,mismatch
0.24,0,0.24,0.214,0.451,0.596,0.403,0.403,0.26,0.546,0.546,0.182,mismatch
0.533,0.587,0.32,0.217,0.255,0,0.415,0.415,0.267,0.546,0.546,0.182,mismatch
0.25,0.433,0.24,0.432,0.527,0.714,0.523,0.523,0.123,0.626,0.626,0.182,mismatch
0.25,0.433,0.24,0.432,0.527,0.714,0.415,0.415,0.267,0.626,0.626,0.182,mismatch
0.258,0,0.123,0.2,0.344,0.694,0.527,0.575,0.32,1,1,1,mismatch
0.4,0.48,0.286,0.341,0.467,0.68,0,0,0.25,1,1,1,mismatch
0.6,0.474,0.222,0.086,0.358,0.596,0.738,0.738,0.886,1,1,1,mismatch
0.467,0.603,0.244,0.2,0.508,0.613,0,0,0.229,1,1,1,mismatch
0.467,0,0.222,0.778,0.688,0.884,0.738,0.738,0.886,1,1,1,mismatch
0.333,0.461,0.12,0.17,0.4,0.539,0.486,0.486,0.16,1,1,1,mismatch
0.25,0.389,0.2,0.1,0.333,0,1,1,1,1,1,1,mismatch
1,0.474,0.222,0.125,0.38,0.527,0.738,0.738,0.886,1,1,1,mismatch
0.433,0.634,0.182,0.144,0.281,0.539,0.486,0.486,0.16,1,1,1,mismatch
0.467,0.603,0.244,0.15,0.481,0.507,0,0,0.229,1,1,1,mismatch
0.55,0,0.222,0.778,0.75,0.743,0.738,0.738,0.886,1,1,1,mismatch
0.25,0,0.25,0.235,0.556,0.572,0.477,0.477,0.325,1,1,1,mismatch
0.4,0,0.4,0.235,0.644,0.555,0.477,0.477,0.325,1,1,1,mismatch
0.5,0.567,0.5,0.353,0.561,0.64,0.601,0.601,0.286,1,1,1,mismatch
0.2,0,0.15,0.1,0.211,0.504,0.583,0.583,0.2,1,1,1,mismatch
0.4,0,0.4,0.235,0.611,0.57,0.424,0.424,0.275,1,1,1,mismatch
0.2,0.442,0.2,0.791,0.767,0.787,1,1,1,1,1,1,mismatch
0.2,0.447,0.2,0.218,0.513,0.606,0,0,0.429,1,1,1,mismatch
0.1,0.412,0.125,0.25,0.337,0.415,0,0,0.2,1,1,1,mismatch
0.2,0.448,0.2,0.791,0.767,0.821,0.726,0.726,0.4,1,1,1,mismatch
0.25,0.512,0.143,0.267,0.54,0.748,1,1,1,1,1,1,mismatch
0.341,0.497,0.2,0.232,0.511,0.609,0,0,0.429,1,1,1,mismatch
0.433,0.433,0.178,0.25,0.447,0.406,0,0,0.2,1,1,1,mismatch
0.325,0,0.125,0.44,0.738,0.735,0.385,0.385,0.091,1,1,1,mismatch
0.42,0,0.2,0.44,0.738,0.735,0.385,0.385,0.091,1,1,1,mismatch
0.38,0.521,0.162,0.389,0.583,0.672,0.311,0.311,0.125,1,1,1,mismatch
0.7,0.694,0.725,0.44,0.775,0.764,0.505,0.505,0.2,1,1,1,mismatch
